[Tick #0] Attacker: [DIR: 3; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #6488] Attacker: [DIR: 0; POS: 36,7]; Defender #0: [DIR: 1; POS: 36,32]; Defender #1: [DIR: 3; POS: 95,4]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 1; POS: 65,4]; 
[Tick #6489] Attacker: [DIR: 0; POS: 36,6]; Defender #0: [DIR: 1; POS: 37,32]; Defender #1: [DIR: 3; POS: 95,4]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: 1; POS: 65,4]; 
[Tick #6490] Attacker: [DIR: 0; POS: 36,5]; Defender #0: [DIR: 1; POS: 38,32]; Defender #1: [DIR: 3; POS: 94,4]; Defender #2: [DIR: 3; POS: 54,44]; Defender #3: [DIR: 1; POS: 66,4]; 
[Tick #6491] Attacker: [DIR: 1; POS: 36,4]; Defender #0: [DIR: 1; POS: 39,32]; Defender #1: [DIR: 3; POS: 94,4]; Defender #2: [DIR: 3; POS: 53,44]; Defender #3: [DIR: 1; POS: 66,4]; 
[Tick #6492] Attacker: [DIR: 1; POS: 37,4]; Defender #0: [DIR: 1; POS: 40,32]; Defender #1: [DIR: 3; POS: 93,4]; Defender #2: [DIR: 3; POS: 52,44]; Defender #3: [DIR: 1; POS: 67,4]; 
[Tick #6493] Attacker: [DIR: 1; POS: 38,4]; Defender #0: [DIR: 1; POS: 41,32]; Defender #1: [DIR: 3; POS: 93,4]; Defender #2: [DIR: 3; POS: 51,44]; Defender #3: [DIR: 1; POS: 67,4]; 
[Tick #6494] Attacker: [DIR: 1; POS: 39,4]; Defender #0: [DIR: 1; POS: 42,32]; Defender #1: [DIR: 3; POS: 92,4]; Defender #2: [DIR: 3; POS: 50,44]; Defender #3: [DIR: 1; POS: 68,4]; 
[Tick #6495] Attacker: [DIR: 1; POS: 40,4]; Defender #0: [DIR: 1; POS: 43,32]; Defender #1: [DIR: 3; POS: 92,4]; Defender #2: [DIR: 3; POS: 49,44]; Defender #3: [DIR: 1; POS: 68,4]; 
[Tick #6496] Attacker: [DIR: 1; POS: 41,4]; Defender #0: [DIR: 1; POS: 44,32]; Defender #1: [DIR: 3; POS: 91,4]; Defender #2: [DIR: 3; POS: 48,44]; Defender #3: [DIR: 1; POS: 69,4]; 
[Tick #6497] Attacker: [DIR: 1; POS: 42,4]; Defender #0: [DIR: 1; POS: 45,32]; Defender #1: [DIR: 3; POS: 91,4]; Defender #2: [DIR: 3; POS: 47,44]; Defender #3: [DIR: 1; POS: 69,4]; 
[Tick #6498] Attacker: [DIR: 1; POS: 43,4]; Defender #0: [DIR: 1; POS: 46,32]; Defender #1: [DIR: 3; POS: 90,4]; Defender #2: [DIR: 3; POS: 46,44]; Defender #3: [DIR: 1; POS: 70,4]; 
[Tick #6499] Attacker: [DIR: 1; POS: 44,4]; Defender #0: [DIR: 1; POS: 47,32]; Defender #1: [DIR: 3; POS: 90,4]; Defender #2: [DIR: 3; POS: 45,44]; Defender #3: [DIR: 1; POS: 70,4]; 
[Tick #6500] Attacker: [DIR: 1; POS: 45,4]; Defender #0: [DIR: 0; POS: 48,32]; Defender #1: [DIR: 3; POS: 89,4]; Defender #2: [DIR: 3; POS: 44,44]; Defender #3: [DIR: 1; POS: 71,4]; 
[Tick #6501] Attacker: [DIR: 1; POS: 46,4]; Defender #0: [DIR: 0; POS: 48,31]; Defender #1: [DIR: 3; POS: 89,4]; Defender #2: [DIR: 3; POS: 43,44]; Defender #3: [DIR: 1; POS: 71,4]; 
[Tick #6502] Attacker: [DIR: 1; POS: 47,4]; Defender #0: [DIR: 0; POS: 48,30]; Defender #1: [DIR: 3; POS: 88,4]; Defender #2: [DIR: 3; POS: 42,44]; Defender #3: [DIR: 2; POS: 72,4]; 
[Tick #6503] Attacker: [DIR: 1; POS: 48,4]; Defender #0: [DIR: 0; POS: 48,29]; Defender #1: [DIR: 3; POS: 88,4]; Defender #2: [DIR: 3; POS: 41,44]; Defender #3: [DIR: 2; POS: 72,4]; 
[Tick #6504] Attacker: [DIR: 1; POS: 49,4]; Defender #0: [DIR: 0; POS: 48,28]; Defender #1: [DIR: 3; POS: 87,4]; Defender #2: [DIR: 3; POS: 40,44]; Defender #3: [DIR: 2; POS: 72,5]; 
[Tick #6505] Attacker: [DIR: 1; POS: 50,4]; Defender #0: [DIR: 0; POS: 48,27]; Defender #1: [DIR: 3; POS: 87,4]; Defender #2: [DIR: 3; POS: 39,44]; Defender #3: [DIR: 2; POS: 72,5]; 
[Tick #6506] Attacker: [DIR: 1; POS: 51,4]; Defender #0: [DIR: 0; POS: 48,26]; Defender #1: [DIR: 3; POS: 86,4]; Defender #2: [DIR: 3; POS: 38,44]; Defender #3: [DIR: 2; POS: 72,6]; 
[Tick #6507] Attacker: [DIR: 1; POS: 52,4]; Defender #0: [DIR: 0; POS: 48,25]; Defender #1: [DIR: 3; POS: 86,4]; Defender #2: [DIR: 3; POS: 37,44]; Defender #3: [DIR: 2; POS: 72,6]; 
[Tick #6508] Attacker: [DIR: 1; POS: 53,4]; Defender #0: [DIR: 0; POS: 48,24]; Defender #1: [DIR: 3; POS: 85,4]; Defender #2: [DIR: 2; POS: 36,44]; Defender #3: [DIR: 2; POS: 72,7]; 
[Tick #6509] Attacker: [DIR: 1; POS: 54,4]; Defender #0: [DIR: 0; POS: 48,23]; Defender #1: [DIR: 3; POS: 85,4]; Defender #2: [DIR: 2; POS: 36,45]; Defender #3: [DIR: 2; POS: 72,7]; 
[Tick #6510] Attacker: [DIR: 1; POS: 55,4]; Defender #0: [DIR: 0; POS: 48,22]; Defender #1: [DIR: 2; POS: 84,4]; Defender #2: [DIR: 2; POS: 36,46]; Defender #3: [DIR: 2; POS: 72,8]; 
[Tick #6511] Attacker: [DIR: 1; POS: 56,4]; Defender #0: [DIR: 0; POS: 48,21]; Defender #1: [DIR: 2; POS: 84,4]; Defender #2: [DIR: 2; POS: 36,47]; Defender #3: [DIR: 2; POS: 72,8]; 
[Tick #6512] Attacker: [DIR: 1; POS: 57,4]; Defender #0: [DIR: 0; POS: 48,20]; Defender #1: [DIR: 2; POS: 84,5]; Defender #2: [DIR: 2; POS: 36,48]; Defender #3: [DIR: 2; POS: 72,9]; 
[Tick #6513] Attacker: [DIR: 1; POS: 58,4]; Defender #0: [DIR: 0; POS: 48,19]; Defender #1: [DIR: 2; POS: 84,5]; Defender #2: [DIR: 2; POS: 36,49]; Defender #3: [DIR: 2; POS: 72,9]; 
[Tick #6514] Attacker: [DIR: 1; POS: 59,4]; Defender #0: [DIR: 0; POS: 48,18]; Defender #1: [DIR: 2; POS: 84,6]; Defender #2: [DIR: 2; POS: 36,50]; Defender #3: [DIR: 2; POS: 72,10]; 
[Tick #6515] Attacker: [DIR: 1; POS: 60,4]; Defender #0: [DIR: 0; POS: 48,17]; Defender #1: [DIR: 2; POS: 84,6]; Defender #2: [DIR: 2; POS: 36,51]; Defender #3: [DIR: 2; POS: 72,10]; 
[Tick #6516] Attacker: [DIR: 1; POS: 61,4]; Defender #0: [DIR: 1; POS: 48,16]; Defender #1: [DIR: 2; POS: 84,7]; Defender #2: [DIR: 2; POS: 36,52]; Defender #3: [DIR: 2; POS: 72,11]; 
[Tick #6517] Attacker: [DIR: 1; POS: 62,4]; Defender #0: [DIR: 1; POS: 49,16]; Defender #1: [DIR: 2; POS: 84,7]; Defender #2: [DIR: 2; POS: 36,53]; Defender #3: [DIR: 2; POS: 72,11]; 
[Tick #6518] Attacker: [DIR: 1; POS: 63,4]; Defender #0: [DIR: 1; POS: 50,16]; Defender #1: [DIR: 2; POS: 84,8]; Defender #2: [DIR: 2; POS: 36,54]; Defender #3: [DIR: 2; POS: 72,12]; 
[Tick #6519] Attacker: [DIR: 1; POS: 64,4]; Defender #0: [DIR: 1; POS: 51,16]; Defender #1: [DIR: 2; POS: 84,8]; Defender #2: [DIR: 2; POS: 36,55]; Defender #3: [DIR: 2; POS: 72,12]; 
[Tick #6520] Attacker: [DIR: 1; POS: 65,4]; Defender #0: [DIR: 1; POS: 52,16]; Defender #1: [DIR: 2; POS: 84,9]; Defender #2: [DIR: 3; POS: 36,56]; Defender #3: [DIR: 2; POS: 72,13]; 
[Tick #6521] Attacker: [DIR: 1; POS: 66,4]; Defender #0: [DIR: 1; POS: 53,16]; Defender #1: [DIR: 2; POS: 84,9]; Defender #2: [DIR: 3; POS: 35,56]; Defender #3: [DIR: 2; POS: 72,13]; 
[Tick #6522] Attacker: [DIR: 1; POS: 67,4]; Defender #0: [DIR: 1; POS: 54,16]; Defender #1: [DIR: 2; POS: 84,10]; Defender #2: [DIR: 3; POS: 34,56]; Defender #3: [DIR: 2; POS: 72,14]; 
[Tick #6523] Attacker: [DIR: 1; POS: 68,4]; Defender #0: [DIR: 1; POS: 55,16]; Defender #1: [DIR: 2; POS: 84,10]; Defender #2: [DIR: 3; POS: 33,56]; Defender #3: [DIR: 2; POS: 72,14]; 
[Tick #6524] Attacker: [DIR: 1; POS: 69,4]; Defender #0: [DIR: 1; POS: 56,16]; Defender #1: [DIR: 2; POS: 84,11]; Defender #2: [DIR: 3; POS: 32,56]; Defender #3: [DIR: 2; POS: 72,15]; 
[Tick #6525] Attacker: [DIR: 1; POS: 70,4]; Defender #0: [DIR: 1; POS: 57,16]; Defender #1: [DIR: 2; POS: 84,11]; Defender #2: [DIR: 3; POS: 31,56]; Defender #3: [DIR: 2; POS: 72,15]; 
[Tick #6526] Attacker: [DIR: 1; POS: 71,4]; Defender #0: [DIR: 1; POS: 58,16]; Defender #1: [DIR: 2; POS: 84,12]; Defender #2: [DIR: 3; POS: 30,56]; Defender #3: [DIR: 1; POS: 72,16]; 
[Tick #6527] Attacker: [DIR: 2; POS: 72,4]; Defender #0: [DIR: 1; POS: 59,16]; Defender #1: [DIR: 2; POS: 84,12]; Defender #2: [DIR: 3; POS: 29,56]; Defender #3: [DIR: 1; POS: 72,16]; 
[Tick #6528] Attacker: [DIR: 2; POS: 72,5]; Defender #0: [DIR: 1; POS: 60,16]; Defender #1: [DIR: 2; POS: 84,13]; Defender #2: [DIR: 3; POS: 28,56]; Defender #3: [DIR: 1; POS: 73,16]; 
[Tick #6529] Attacker: [DIR: 2; POS: 72,6]; Defender #0: [DIR: 1; POS: 61,16]; Defender #1: [DIR: 2; POS: 84,13]; Defender #2: [DIR: 3; POS: 27,56]; Defender #3: [DIR: 1; POS: 73,16]; 
[Tick #6530] Attacker: [DIR: 2; POS: 72,7]; Defender #0: [DIR: 1; POS: 62,16]; Defender #1: [DIR: 2; POS: 84,14]; Defender #2: [DIR: 3; POS: 26,56]; Defender #3: [DIR: 1; POS: 74,16]; 
[Tick #6531] Attacker: [DIR: 2; POS: 72,8]; Defender #0: [DIR: 1; POS: 63,16]; Defender #1: [DIR: 2; POS: 84,14]; Defender #2: [DIR: 3; POS: 25,56]; Defender #3: [DIR: 1; POS: 74,16]; 
[Tick #6532] Attacker: [DIR: 2; POS: 72,9]; Defender #0: [DIR: 1; POS: 64,16]; Defender #1: [DIR: 2; POS: 84,15]; Defender #2: [DIR: 2; POS: 24,56]; Defender #3: [DIR: 1; POS: 75,16]; 
[Tick #6533] Attacker: [DIR: 2; POS: 72,10]; Defender #0: [DIR: 1; POS: 65,16]; Defender #1: [DIR: 2; POS: 84,15]; Defender #2: [DIR: 2; POS: 24,57]; Defender #3: [DIR: 1; POS: 75,16]; 
[Tick #6534] Attacker: [DIR: 2; POS: 72,11]; Defender #0: [DIR: 1; POS: 66,16]; Defender #1: [DIR: 1; POS: 84,16]; Defender #2: [DIR: 2; POS: 24,58]; Defender #3: [DIR: 1; POS: 76,16]; 
[Tick #6535] Attacker: [DIR: 2; POS: 72,12]; Defender #0: [DIR: 1; POS: 67,16]; Defender #1: [DIR: 1; POS: 84,16]; Defender #2: [DIR: 2; POS: 24,59]; Defender #3: [DIR: 1; POS: 76,16]; 
[Tick #6536] Attacker: [DIR: 2; POS: 72,13]; Defender #0: [DIR: 1; POS: 68,16]; Defender #1: [DIR: 1; POS: 85,16]; Defender #2: [DIR: 2; POS: 24,60]; Defender #3: [DIR: 1; POS: 77,16]; 
[Tick #6537] Attacker: [DIR: 0; POS: 72,14]; Defender #0: [DIR: 1; POS: 69,16]; Defender #1: [DIR: 1; POS: 85,16]; Defender #2: [DIR: 2; POS: 24,61]; Defender #3: [DIR: 1; POS: 77,16]; 
[Tick #6538] Attacker: [DIR: 0; POS: 72,13]; Defender #0: [DIR: 1; POS: 70,16]; Defender #1: [DIR: 1; POS: 86,16]; Defender #2: [DIR: 2; POS: 24,62]; Defender #3: [DIR: 1; POS: 78,16]; 
[Tick #6539] Attacker: [DIR: 0; POS: 72,12]; Defender #0: [DIR: 1; POS: 71,16]; Defender #1: [DIR: 1; POS: 86,16]; Defender #2: [DIR: 2; POS: 24,63]; Defender #3: [DIR: 1; POS: 78,16]; 
[Tick #6540] Attacker: [DIR: 0; POS: 72,11]; Defender #0: [DIR: 0; POS: 72,16]; Defender #1: [DIR: 1; POS: 87,16]; Defender #2: [DIR: 2; POS: 24,64]; Defender #3: [DIR: 1; POS: 79,16]; 
[Tick #6541] Attacker: [DIR: 0; POS: 72,10]; Defender #0: [DIR: 0; POS: 72,15]; Defender #1: [DIR: 1; POS: 87,16]; Defender #2: [DIR: 2; POS: 24,65]; Defender #3: [DIR: 1; POS: 79,16]; 
[Tick #6542] Attacker: [DIR: 0; POS: 72,9]; Defender #0: [DIR: 0; POS: 72,14]; Defender #1: [DIR: 1; POS: 88,16]; Defender #2: [DIR: 2; POS: 24,66]; Defender #3: [DIR: 1; POS: 80,16]; 
[Tick #6543] Attacker: [DIR: 0; POS: 72,8]; Defender #0: [DIR: 0; POS: 72,13]; Defender #1: [DIR: 1; POS: 88,16]; Defender #2: [DIR: 2; POS: 24,67]; Defender #3: [DIR: 1; POS: 80,16]; 
[Tick #6544] Attacker: [DIR: 0; POS: 72,7]; Defender #0: [DIR: 0; POS: 72,12]; Defender #1: [DIR: 1; POS: 89,16]; Defender #2: [DIR: 3; POS: 24,68]; Defender #3: [DIR: 1; POS: 81,16]; 
[Tick #6545] Attacker: [DIR: 0; POS: 72,6]; Defender #0: [DIR: 0; POS: 72,11]; Defender #1: [DIR: 1; POS: 89,16]; Defender #2: [DIR: 3; POS: 23,68]; Defender #3: [DIR: 1; POS: 81,16]; 
[Tick #6546] Attacker: [DIR: 0; POS: 72,5]; Defender #0: [DIR: 0; POS: 72,10]; Defender #1: [DIR: 1; POS: 90,16]; Defender #2: [DIR: 3; POS: 22,68]; Defender #3: [DIR: 1; POS: 82,16]; 
[Tick #6547] Attacker: [DIR: 3; POS: 72,4]; Defender #0: [DIR: 0; POS: 72,9]; Defender #1: [DIR: 1; POS: 90,16]; Defender #2: [DIR: 3; POS: 21,68]; Defender #3: [DIR: 1; POS: 82,16]; 
[Tick #6548] Attacker: [DIR: 3; POS: 71,4]; Defender #0: [DIR: 0; POS: 72,8]; Defender #1: [DIR: 1; POS: 91,16]; Defender #2: [DIR: 3; POS: 20,68]; Defender #3: [DIR: 1; POS: 83,16]; 
[Tick #6549] Attacker: [DIR: 3; POS: 70,4]; Defender #0: [DIR: 0; POS: 72,7]; Defender #1: [DIR: 1; POS: 91,16]; Defender #2: [DIR: 3; POS: 19,68]; Defender #3: [DIR: 1; POS: 83,16]; 
[Tick #6550] Attacker: [DIR: 3; POS: 69,4]; Defender #0: [DIR: 0; POS: 72,6]; Defender #1: [DIR: 1; POS: 92,16]; Defender #2: [DIR: 3; POS: 18,68]; Defender #3: [DIR: 1; POS: 84,16]; 
[Tick #6551] Attacker: [DIR: 3; POS: 68,4]; Defender #0: [DIR: 0; POS: 72,5]; Defender #1: [DIR: 1; POS: 92,16]; Defender #2: [DIR: 3; POS: 17,68]; Defender #3: [DIR: 1; POS: 84,16]; 
[Tick #6552] Attacker: [DIR: 3; POS: 67,4]; Defender #0: [DIR: 3; POS: 72,4]; Defender #1: [DIR: 1; POS: 93,16]; Defender #2: [DIR: 3; POS: 16,68]; Defender #3: [DIR: 1; POS: 85,16]; 
[Tick #6553] Attacker: [DIR: 3; POS: 66,4]; Defender #0: [DIR: 3; POS: 71,4]; Defender #1: [DIR: 1; POS: 93,16]; Defender #2: [DIR: 3; POS: 15,68]; Defender #3: [DIR: 1; POS: 85,16]; 
[Tick #6554] Attacker: [DIR: 3; POS: 65,4]; Defender #0: [DIR: 3; POS: 70,4]; Defender #1: [DIR: 1; POS: 94,16]; Defender #2: [DIR: 3; POS: 14,68]; Defender #3: [DIR: 1; POS: 86,16]; 
[Tick #6555] Attacker: [DIR: 3; POS: 64,4]; Defender #0: [DIR: 3; POS: 69,4]; Defender #1: [DIR: 1; POS: 94,16]; Defender #2: [DIR: 3; POS: 13,68]; Defender #3: [DIR: 1; POS: 86,16]; 
[Tick #6556] Attacker: [DIR: 3; POS: 63,4]; Defender #0: [DIR: 3; POS: 68,4]; Defender #1: [DIR: 1; POS: 95,16]; Defender #2: [DIR: 0; POS: 12,68]; Defender #3: [DIR: 1; POS: 87,16]; 
[Tick #6557] Attacker: [DIR: 3; POS: 62,4]; Defender #0: [DIR: 3; POS: 67,4]; Defender #1: [DIR: 1; POS: 95,16]; Defender #2: [DIR: 0; POS: 12,67]; Defender #3: [DIR: 1; POS: 87,16]; 
[Tick #6558] Attacker: [DIR: 3; POS: 61,4]; Defender #0: [DIR: 3; POS: 66,4]; Defender #1: [DIR: 2; POS: 96,16]; Defender #2: [DIR: 0; POS: 12,66]; Defender #3: [DIR: 1; POS: 88,16]; 
[Tick #6559] Attacker: [DIR: 3; POS: 60,4]; Defender #0: [DIR: 3; POS: 65,4]; Defender #1: [DIR: 2; POS: 96,16]; Defender #2: [DIR: 0; POS: 12,65]; Defender #3: [DIR: 1; POS: 88,16]; 
[Tick #6560] Attacker: [DIR: 3; POS: 59,4]; Defender #0: [DIR: 3; POS: 64,4]; Defender #1: [DIR: 2; POS: 96,17]; Defender #2: [DIR: 0; POS: 12,64]; Defender #3: [DIR: 1; POS: 89,16]; 
[Tick #6561] Attacker: [DIR: 3; POS: 58,4]; Defender #0: [DIR: 3; POS: 63,4]; Defender #1: [DIR: 2; POS: 96,17]; Defender #2: [DIR: 0; POS: 12,63]; Defender #3: [DIR: 1; POS: 89,16]; 
[Tick #6562] Attacker: [DIR: 3; POS: 57,4]; Defender #0: [DIR: 3; POS: 62,4]; Defender #1: [DIR: 2; POS: 96,18]; Defender #2: [DIR: 0; POS: 12,62]; Defender #3: [DIR: 1; POS: 90,16]; 
[Tick #6563] Attacker: [DIR: 3; POS: 56,4]; Defender #0: [DIR: 3; POS: 61,4]; Defender #1: [DIR: 2; POS: 96,18]; Defender #2: [DIR: 0; POS: 12,61]; Defender #3: [DIR: 1; POS: 90,16]; 
[Tick #6564] Attacker: [DIR: 3; POS: 55,4]; Defender #0: [DIR: 3; POS: 60,4]; Defender #1: [DIR: 2; POS: 96,19]; Defender #2: [DIR: 0; POS: 12,60]; Defender #3: [DIR: 1; POS: 91,16]; 
[Tick #6565] Attacker: [DIR: 3; POS: 54,4]; Defender #0: [DIR: 3; POS: 59,4]; Defender #1: [DIR: 2; POS: 96,19]; Defender #2: [DIR: 0; POS: 12,59]; Defender #3: [DIR: 1; POS: 91,16]; 
[Tick #6566] Attacker: [DIR: 3; POS: 53,4]; Defender #0: [DIR: 3; POS: 58,4]; Defender #1: [DIR: 2; POS: 96,20]; Defender #2: [DIR: 0; POS: 12,58]; Defender #3: [DIR: 1; POS: 92,16]; 
[Tick #6567] Attacker: [DIR: 3; POS: 52,4]; Defender #0: [DIR: 3; POS: 57,4]; Defender #1: [DIR: 2; POS: 96,20]; Defender #2: [DIR: 0; POS: 12,57]; Defender #3: [DIR: 1; POS: 92,16]; 
[Tick #6568] Attacker: [DIR: 3; POS: 51,4]; Defender #0: [DIR: 3; POS: 56,4]; Defender #1: [DIR: 2; POS: 96,21]; Defender #2: [DIR: 0; POS: 12,56]; Defender #3: [DIR: 1; POS: 93,16]; 
[Tick #6569] Attacker: [DIR: 3; POS: 50,4]; Defender #0: [DIR: 3; POS: 55,4]; Defender #1: [DIR: 2; POS: 96,21]; Defender #2: [DIR: 0; POS: 12,55]; Defender #3: [DIR: 1; POS: 93,16]; 
[Tick #6570] Attacker: [DIR: 3; POS: 49,4]; Defender #0: [DIR: 3; POS: 54,4]; Defender #1: [DIR: 2; POS: 96,22]; Defender #2: [DIR: 0; POS: 12,54]; Defender #3: [DIR: 1; POS: 94,16]; 
[Tick #6571] Attacker: [DIR: 3; POS: 48,4]; Defender #0: [DIR: 3; POS: 53,4]; Defender #1: [DIR: 2; POS: 96,22]; Defender #2: [DIR: 0; POS: 12,53]; Defender #3: [DIR: 1; POS: 94,16]; 
[Tick #6572] Attacker: [DIR: 3; POS: 47,4]; Defender #0: [DIR: 3; POS: 52,4]; Defender #1: [DIR: 2; POS: 96,23]; Defender #2: [DIR: 0; POS: 12,52]; Defender #3: [DIR: 1; POS: 95,16]; 
[Tick #6573] Attacker: [DIR: 3; POS: 46,4]; Defender #0: [DIR: 3; POS: 51,4]; Defender #1: [DIR: 2; POS: 96,23]; Defender #2: [DIR: 0; POS: 12,51]; Defender #3: [DIR: 1; POS: 95,16]; 
[Tick #6574] Attacker: [DIR: 3; POS: 45,4]; Defender #0: [DIR: 3; POS: 50,4]; Defender #1: [DIR: 2; POS: 96,24]; Defender #2: [DIR: 0; POS: 12,50]; Defender #3: [DIR: 2; POS: 96,16]; 
[Tick #6575] Attacker: [DIR: 3; POS: 44,4]; Defender #0: [DIR: 3; POS: 49,4]; Defender #1: [DIR: 2; POS: 96,24]; Defender #2: [DIR: 0; POS: 12,49]; Defender #3: [DIR: 2; POS: 96,16]; 
[Tick #6576] Attacker: [DIR: 3; POS: 43,4]; Defender #0: [DIR: 3; POS: 48,4]; Defender #1: [DIR: 2; POS: 96,25]; Defender #2: [DIR: 0; POS: 12,48]; Defender #3: [DIR: 2; POS: 96,17]; 
[Tick #6577] Attacker: [DIR: 3; POS: 42,4]; Defender #0: [DIR: 3; POS: 47,4]; Defender #1: [DIR: 2; POS: 96,25]; Defender #2: [DIR: 0; POS: 12,47]; Defender #3: [DIR: 2; POS: 96,17]; 
[Tick #6578] Attacker: [DIR: 3; POS: 41,4]; Defender #0: [DIR: 3; POS: 46,4]; Defender #1: [DIR: 2; POS: 96,26]; Defender #2: [DIR: 0; POS: 12,46]; Defender #3: [DIR: 2; POS: 96,18]; 
[Tick #6579] Attacker: [DIR: 3; POS: 40,4]; Defender #0: [DIR: 3; POS: 45,4]; Defender #1: [DIR: 2; POS: 96,26]; Defender #2: [DIR: 0; POS: 12,45]; Defender #3: [DIR: 2; POS: 96,18]; 
[Tick #6580] Attacker: [DIR: 3; POS: 39,4]; Defender #0: [DIR: 3; POS: 44,4]; Defender #1: [DIR: 2; POS: 96,27]; Defender #2: [DIR: 0; POS: 12,44]; Defender #3: [DIR: 2; POS: 96,19]; 
[Tick #6581] Attacker: [DIR: 3; POS: 38,4]; Defender #0: [DIR: 3; POS: 43,4]; Defender #1: [DIR: 2; POS: 96,27]; Defender #2: [DIR: 0; POS: 12,43]; Defender #3: [DIR: 2; POS: 96,19]; 
[Tick #6582] Attacker: [DIR: 3; POS: 37,4]; Defender #0: [DIR: 3; POS: 42,4]; Defender #1: [DIR: 2; POS: 96,28]; Defender #2: [DIR: 0; POS: 12,42]; Defender #3: [DIR: 2; POS: 96,20]; 
[Tick #6583] Attacker: [DIR: 2; POS: 36,4]; Defender #0: [DIR: 3; POS: 41,4]; Defender #1: [DIR: 2; POS: 96,28]; Defender #2: [DIR: 0; POS: 12,41]; Defender #3: [DIR: 2; POS: 96,20]; 
[Tick #6584] Attacker: [DIR: 2; POS: 36,5]; Defender #0: [DIR: 3; POS: 40,4]; Defender #1: [DIR: 2; POS: 96,29]; Defender #2: [DIR: 0; POS: 12,40]; Defender #3: [DIR: 2; POS: 96,21]; 
[Tick #6585] Attacker: [DIR: 2; POS: 36,6]; Defender #0: [DIR: 3; POS: 39,4]; Defender #1: [DIR: 2; POS: 96,29]; Defender #2: [DIR: 0; POS: 12,39]; Defender #3: [DIR: 2; POS: 96,21]; 
[Tick #6586] Attacker: [DIR: 2; POS: 36,7]; Defender #0: [DIR: 3; POS: 38,4]; Defender #1: [DIR: 2; POS: 96,30]; Defender #2: [DIR: 0; POS: 12,38]; Defender #3: [DIR: 2; POS: 96,22]; 
[Tick #6587] Attacker: [DIR: 2; POS: 36,8]; Defender #0: [DIR: 3; POS: 37,4]; Defender #1: [DIR: 2; POS: 96,30]; Defender #2: [DIR: 0; POS: 12,37]; Defender #3: [DIR: 2; POS: 96,22]; 
[Tick #6588] Attacker: [DIR: 2; POS: 36,9]; Defender #0: [DIR: 2; POS: 36,4]; Defender #1: [DIR: 2; POS: 96,31]; Defender #2: [DIR: 0; POS: 12,36]; Defender #3: [DIR: 2; POS: 96,23]; 
[Tick #6589] Attacker: [DIR: 2; POS: 36,10]; Defender #0: [DIR: 2; POS: 36,5]; Defender #1: [DIR: 2; POS: 96,31]; Defender #2: [DIR: 0; POS: 12,35]; Defender #3: [DIR: 2; POS: 96,23]; 
[Tick #6590] Attacker: [DIR: 2; POS: 36,11]; Defender #0: [DIR: 2; POS: 36,6]; Defender #1: [DIR: 1; POS: 96,32]; Defender #2: [DIR: 0; POS: 12,34]; Defender #3: [DIR: 2; POS: 96,24]; 
[Tick #6591] Attacker: [DIR: 2; POS: 36,12]; Defender #0: [DIR: 2; POS: 36,7]; Defender #1: [DIR: 1; POS: 96,32]; Defender #2: [DIR: 0; POS: 12,33]; Defender #3: [DIR: 2; POS: 96,24]; 
[Tick #6592] Attacker: [DIR: 2; POS: 36,13]; Defender #0: [DIR: 2; POS: 36,8]; Defender #1: [DIR: 1; POS: 97,32]; Defender #2: [DIR: 0; POS: 12,32]; Defender #3: [DIR: 2; POS: 96,25]; 
[Tick #6593] Attacker: [DIR: 2; POS: 36,14]; Defender #0: [DIR: 2; POS: 36,9]; Defender #1: [DIR: 1; POS: 97,32]; Defender #2: [DIR: 0; POS: 12,31]; Defender #3: [DIR: 2; POS: 96,25]; 
[Tick #6594] Attacker: [DIR: 2; POS: 36,15]; Defender #0: [DIR: 2; POS: 36,10]; Defender #1: [DIR: 1; POS: 98,32]; Defender #2: [DIR: 0; POS: 12,30]; Defender #3: [DIR: 2; POS: 96,26]; 
[Tick #6595] Attacker: [DIR: 1; POS: 36,16]; Defender #0: [DIR: 2; POS: 36,11]; Defender #1: [DIR: 1; POS: 98,32]; Defender #2: [DIR: 0; POS: 12,29]; Defender #3: [DIR: 2; POS: 96,26]; 
[Tick #6596] Attacker: [DIR: 1; POS: 37,16]; Defender #0: [DIR: 2; POS: 36,12]; Defender #1: [DIR: 1; POS: 99,32]; Defender #2: [DIR: 0; POS: 12,28]; Defender #3: [DIR: 2; POS: 96,27]; 
[Tick #6597] Attacker: [DIR: 1; POS: 38,16]; Defender #0: [DIR: 2; POS: 36,13]; Defender #1: [DIR: 1; POS: 99,32]; Defender #2: [DIR: 0; POS: 12,27]; Defender #3: [DIR: 2; POS: 96,27]; 
[Tick #6598] Attacker: [DIR: 1; POS: 39,16]; Defender #0: [DIR: 2; POS: 36,14]; Defender #1: [DIR: 1; POS: 100,32]; Defender #2: [DIR: 0; POS: 12,26]; Defender #3: [DIR: 2; POS: 96,28]; 
